sujeto,grupo,canal,condicion,var_baseline,var_senal,snr,metodo
co2c0000351,control,T8,S2 nomatch,0.7285451931175676,21.141775449275524,29.019168129853835,ponderado
co2c0000351,control,TP8,S1 obj,0.959137852058447,50.92342037649719,53.09291075022036,ponderado
co2c0000351,control,TP8,S2 match,4.715007034153376,17.609956227674136,3.7348737976668085,ponderado
co2c0000351,control,TP8,S2 nomatch,0.2925264158968672,58.632721686306006,200.43564785949962,ponderado
co2c0000352,control,P8,S1 obj,0.6564029769064896,22.08262674976773,33.64187477308408,ponderado
co2c0000352,control,P8,S2 match,0.10695309504868754,26.88451747865137,251.36736310821968,ponderado
co2c0000352,control,P8,S2 nomatch,1.2812435539135676,44.762177017762404,34.936509050941964,ponderado
co2c0000352,control,PO8,S1 obj,1.9076722899995904,9.366890406594692,4.910115042136877,ponderado
co2c0000352,control,PO8,S2 match,0.4712941731903793,33.62328965813113,71.34246840040817,ponderado
co2c0000352,control,PO8,S2 nomatch,0.6652085981580745,47.70110095326265,71.70848525612017,ponderado
co2c0000352,control,T8,S1 obj,3.28344832543463,17.305782449844187,5.2706120927160995,ponderado
co2c0000352,control,T8,S2 match,1.1255281558197614,20.052009036788697,17.81564408949336,ponderado
co2c0000352,control,T8,S2 nomatch,2.0228207064932158,33.446982602192456,16.53482312833178,ponderado
co2c0000352,control,TP8,S1 obj,5.276159248545028,19.81994323332658,3.756509669186387,ponderado
co2c0000352,control,TP8,S2 match,0.20749779307225052,23.30086562757234,112.29452266732784,ponderado
co2c0000352,control,TP8,S2 nomatch,1.1026628961786555,35.95856112411142,32.61065666463247,ponderado
co2c0000354,control,P8,S1 obj,0.7853089084923316,23.47769787003434,29.8961308297238,ponderado
co2c0000354,control,P8,S2 match,0.8287209192352497,29.798432962094562,35.957138610176266,ponderado
co2c0000354,control,P8,S2 nomatch,0.17421482346910816,8.882666540653206,50.98685843015123,ponderado
co2c0000354,control,PO8,S1 obj,1.398746173677083,49.271311045125756,35.22534107499951,ponderado
co2c0000354,control,PO8,S2 match,0.5484291032541181,23.585904506976792,43.00629628703004,ponderado
co2c0000354,control,PO8,S2 nomatch,0.0683960168218084,27.264362571045936,398.62500534318485,ponderado
co2c0000354,control,T8,S1 obj,0.44939415182178244,4.8327069776913305,10.753827031571722,ponderado
co2c0000354,control,T8,S2 match,0.6279189894103337,40.0605956714181,63.79898736465704,ponderado
co2c0000354,control,T8,S2 nomatch,0.9940052290998366,21.380375391943424,21.50931883055115,ponderado
co2c0000354,control,TP8,S1 obj,0.18115655518121093,7.94010126056877,43.830052148133895,ponderado
co2c0000354,control,TP8,S2 match,0.238305315672031,33.99946475359527,142.67186889102894,ponderado
co2c0000354,control,TP8,S2 nomatch,0.6140871987397232,10.203068762283248,16.615016211415526,ponderado
co2c0000355,control,P8,S1 obj,1.165112022493082,20.22016769276401,17.354698348659493,ponderado
co2c0000355,control,P8,S2 match,1.4617671322594827,25.240184647680554,17.26689846190911,ponderado
co2c0000355,control,P8,S2 nomatch,4.497362478438099,25.206414580272778,5.604710472220328,ponderado
co2c0000355,control,PO8,S1 obj,1.4442640898470107,32.072752463802125,22.206986027880507,ponderado
co2c0000355,control,PO8,S2 match,1.3389023485844505,47.92516711346995,35.79437078748772,ponderado
co2c0000355,control,PO8,S2 nomatch,1.4625361771974243,42.81431365984411,29.274020244673036,ponderado
co2c0000355,control,T8,S1 obj,4.456573799902197,12.030195641983557,2.699426999783459,ponderado
co2c0000355,control,T8,S2 match,3.2734405579417896,23.40919136528178,7.1512498702590035,ponderado
co2c0000355,control,T8,S2 nomatch,0.25763015811849377,13.508931111293728,52.43536397272428,ponderado
co2c0000355,control,TP8,S1 obj,1.1286989452172622,10.75576669379154,9.529349468578772,ponderado
co2c0000355,control,TP8,S2 match,2.9919901220531684,18.874212685129066,6.308246991195671,ponderado
co2c0000355,control,TP8,S2 nomatch,4.3843019439464985,19.339916276578542,4.41117343737732,ponderado
co2c0000356,control,P8,S1 obj,1.9557465909842697,16.187898737092272,8.277094185778628,ponderado
